,ID_ATRIBUTO,NOME,DESCRICAO,ID_FUNCAO,COLUNA,EDITAVEL,ID_CATEGORIA,TMP_ATTRIB_REF,STATUS_EXECUCAO,DATA_ULTIMA_EXECUCAO,DATA_ULTIMA_ALTERACAO,ID_USUARIO,DATA_CRIACAO,ID_COMPANY
104,204,[Ctd][Plano]: Inicio plano.. Ultima facturación,Identifica la cantidad de facturación registrada en el período comprendido entre el comienzo de la tarifa plana y la última facturación de la UC,Qtd_Consumos,N204,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:32:19,1,2017-12-27 16:31:53,
105,205,[Valor][Fact][Promedio]: 12M Logical Neighbors,"Identifica el valor del promedio de facturación de los vecinos lógicos de la UC en el período de 12 meses anterior al último mes de facturación de la CU
",Consumo_medio,N205,1,0,,sucesso,2023-09-01 23:27:08,2018-07-25 13:42:59,1,2017-12-28 12:44:30,
106,206,[Valor][Fact][Promedio]: 3M.. Último Consumo,Identifica el monto promedio de facturación en el período de 3 meses anterior a la última facturación de UC.,Consumo_medio,N206,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:23:59,1,2017-12-28 12:46:45,
107,207,[Valor][Fact][Promedio]: 6M Consumo UC,"Identifica el valor promedio de la facturación de UC en el período de las últimas 6 millones de facturación de la UC
",Consumo_medio,N207,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:08:09,1,2017-12-28 12:49:41,
108,208,[Ctd][Nota][Fact]: 5M Enlace,Identifica el número de ocurrencias de lectura con la información del medidor que se ha dañado o no se ha accedido en los últimos 5 meses de consumo de la UC para el enlace.,QTD_APONTAMENTOS2,N208,1,99,,,,2018-07-25 13:36:55,1,2017-12-28 17:08:46,
109,209,[Prop]: Regional ,"
Devuelve la región CU",Propriedade da UC,id_regional,1,3,,,,2018-07-19 18:57:13,1,2017-12-29 12:39:41,
110,210,[Prop]: Tipo de medidor,Devuelve el tipo de medidor CU,Propriedade da UC,id_tipo_de_medidor,1,3,,,,2018-07-19 18:57:52,1,2017-12-29 12:40:46,
111,211,VAL_Clase,Devuelve la clase de servicio,Propriedade da UC,id_classe,1,3,,,,2023-04-28 14:43:34,1,2017-12-29 12:46:41,
112,212,[Prop]: Grupo,Devuelve el UC grupo,Propriedade da UC,id_grupo,1,3,,,,2018-07-19 19:04:31,1,2017-12-29 12:49:11,
113,213,[Ctd][Nota][Fact]: 24M Casa vacía,,QTD_APONTAMENTOS2,N213,1,99,,,,2018-07-27 14:00:18,1,2017-12-29 12:51:29,
114,214,[Ctd][Ocur][Cambio de medidor]: 12M,Identifica el número de ocurrencias de lectura con información de cambio de medidor 12M antes de la fecha actual.,Qty_ServiceOrder,N214,1,2,,sucesso,2023-09-01 23:27:08,2018-07-27 13:46:49,1,2017-12-29 12:58:08,
115,215,[Ctd][Ocurr][Insp][Fact][NI]: 3M,Identifica el número de ocurrencias de lectura sin información de inspección en los últimos 3M de UC.,Qty_ServiceOrder,N215,1,2,,sucesso,2023-09-01 23:27:08,2018-07-30 18:21:58,1,2017-12-29 13:06:03,
116,216,[Valor][Fact][Max]: 36M...Último - Consumo UC,Identifica el valor máximo de la facturación UC ??en el período de los últimos 36 millones de facturación de UC,MAX,N216,1,0,,sucesso,2023-09-01 23:27:08,2018-07-25 13:32:18,1,2017-12-29 13:12:22,
117,217,[Ctd][Ocur][Cambio Contractual]: 12M,Identifica la cantidad de cambios contractuales en el período de los últimos 12M.,Qty_ServiceOrder,N217,1,2,,sucesso,2023-09-01 23:27:08,2020-03-12 09:50:48,1,2017-12-29 13:14:18,
118,218,[Ctd][Ocur][Cambio de Titularidad]: 12M,Identifica el número de ocurrencias de Cambio de titularidad en los últimos 12M,Qty_ServiceOrder,N218,1,2,,sucesso,2023-09-01 23:27:08,2020-03-11 13:37:30,1,2017-12-29 13:19:52,
119,219,[Ctd][Ocur][Insp]: 12M - Pendientes,Identifica el número de ocurrencias SO de pendientes en los últimos 12M,Qty_ServiceOrder,N219,1,2,,sucesso,2023-09-01 23:27:08,2018-07-30 18:19:05,1,2017-12-29 13:23:15,
120,220,[Ctd][Ocurr][Insp][Fact][NI]: 6M,Identifica el número de información de no ocurrencias de inspección en los últimos 6M de CU.,Qty_ServiceOrder,N220,1,2,,sucesso,2023-09-01 23:27:08,2018-07-30 18:14:37,1,2017-12-29 13:24:39,
121,221,[Prop]: Subgroup,Devuelve el subgrupo UC,Propriedade da UC,id_subgrupo,1,3,,,,2018-07-19 19:05:39,1,2017-12-29 15:52:32,
122,222,[Data][Ocur][Insp]: Ultima fraude,"Identifica la fecha del último fraude de UC.
",Data do evento,D222,1,2,,sucesso,2023-09-01 23:27:08,2018-07-26 20:57:52,1,2017-12-29 15:57:56,
123,223,[Fecha][Ocur][Insp]: Última NF,Identifica la fecha de la última UC NF.,Data do evento,D223,1,2,,sucesso,2023-09-01 23:27:08,2018-07-26 21:02:17,1,2017-12-29 16:00:15,
124,224,[Fecha][Fact]: Primer Consumo,Identifique la fecha del primer consumo de consumo.,Data do evento,D224,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:28:01,1,2017-12-29 16:01:51,
125,225,[Valor][Fact]: Segundo más alto antes de más alto,Identifica la segunda facturación más alta antes de la facturación más alta de la CU,Consumo_no_mes,N225,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:52:26,1,2017-12-29 16:29:47,
126,226,[Valor][Fact]: Segundo más alto después de más alto,Identifica la segunda factura más alta después de la facturación más alta de la UC.,Consumo_no_mes,N226,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:53:14,1,2017-12-29 16:30:47,
127,227,[Ctd][3M Caída]: 12M..Inicio,Identifica el número de facturación de CU desde el inicio de otoño de 3M hasta el 12M anterior.,Qtd_Consumos,N227,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:50:44,1,2017-12-29 16:38:07,
128,228,[Ctd][2M Caída]: 12M..Inicio,Identifica el número de facturación de CU desde el inicio de otoño de 2M hasta el 12M anterior.,Qtd_Consumos,N228,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 14:19:49,1,2017-12-29 16:39:47,
129,229,[Ctd][3M Caída]: Fin..Último Consumo,identifica la cantidad de facturación de UC desde el final de otoño de 3M hasta el último consumo.,Qtd_Consumos,N229,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:05:06,1,2017-12-29 16:42:00,
130,230,[Ctd][2M Caída]: Fin..Último Consumo,Identificar el número de UC de las facturas de 2M a finales de finales de consuma.,Qtd_Consumos,N230,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:25:19,1,2017-12-29 16:43:08,
131,231,[Ctd][Nota][Fact]: 6M Casa vacía,,QTD_APONTAMENTOS2,N231,1,99,,,,2018-07-30 18:08:36,1,2017-12-29 16:45:28,
132,232,[Ctd][Ocur][Insp][Fact]: 2M - Inspecciones,Identifica el número de inspecciones en los 2M antes del último consumo.,Qty_ServiceOrder,N232,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:59:01,1,2017-12-29 16:54:58,
133,233,[Ctd][Ocur][Insp][Fact]: 6M - Inspecciones,Identifica el número de inspecciones en el 6M antes del último consumo.,Qty_ServiceOrder,N233,1,2,,sucesso,2023-09-01 23:27:08,2018-07-26 21:00:10,1,2017-12-29 16:56:42,
134,234,[Ctd][Nota][Fact]:3M Custumer informó lectura,[Ctd][Nota][Fact]:3M Custumer informó lectura,Qtd_Consumos,N234,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:24:23,1,2017-12-29 17:00:27,
135,235,[Ctd][Nota][2M Caída]: Inicio..6M después del final - Casa vacía,[Ctd][Nota][2M Caída]: Inicio..6M después del final - Casa vacía,QTD_APONTAMENTOS2,N235,1,99,,,,2018-07-25 13:46:30,1,2018-01-02 11:54:16,
136,236,[Ctd][Nota][3M Caída]: Inicio..6M  después del final - Casa vacía,[Ctd][Nota][3M Caída]: Inicio..6M  después del final - Casa vacía,QTD_APONTAMENTOS2,N236,1,99,,,,2018-07-25 13:47:48,1,2018-01-02 11:54:48,
137,237,[Ctd][Nota][6M Caída]: Inicio..1M  después del final - Casa vacía,[Ctd][Nota][6M Caída]: Inicio..1M  después del final - Casa vacía,QTD_APONTAMENTOS2,N237,1,99,,,,2018-07-25 13:48:18,1,2018-01-02 11:55:22,
138,238,[Valor] [Fact] [Promedio]: 36M Consumo UC,Identifica el valor promedio de la facturación de UC en el período de las últimas 36 millones de facturación de la Uc,Consumo_medio,N238,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:21:00,1,2018-01-02 12:00:50,
139,239,[Ctd][Ocur][Insp][Fact][NI]: 2M,Identifica el número de ocurrencias de lectura sin información de inspección en los últimos 2M de CU.,Qty_ServiceOrder,N239,1,2,,sucesso,2023-09-01 23:27:08,2018-07-25 13:49:15,1,2018-01-02 12:06:41,
140,240,[Ctd]Nota][6M Caída]: 3M Antes de comenzar ... 1M  después del final - Impedimento de lectura,Identifica el número de puntajes de impedancia de lectura en el período entre 3M antes del comienzo de la caída y el comienzo de la caída de 6M de la UC.,QTD_APONTAMENTOS2,N240,1,99,,,,2018-07-25 13:53:20,1,2018-01-02 12:12:09,
141,241,[Ctd][Ocur][Insp][Fact][FR]: 12M,Identifica la cantidad de ocurrencias de fraude en los últimos 12M de UC.,Qty_ServiceOrder,N241,1,2,,sucesso,2023-09-01 23:27:08,2018-07-25 13:54:08,1,2018-01-02 12:18:34,
142,242,[Ctd][Ocur][Insp][Fact][Anomalías]: 12M,Identifica el número de anomalías en la información de ocurrencias en los últimos 12M de UC.,Qty_ServiceOrder,N242,1,2,,sucesso,2023-09-01 23:27:08,2018-07-25 13:56:48,1,2018-01-02 12:19:41,
143,243,[Ctd][Ocur][Insp][Fact][NF]: 12M,Identifica el número de información de ocurrencias NF en los últimos 12M de UC.,Qty_ServiceOrder,N243,1,2,,sucesso,2023-09-01 23:27:08,2018-07-25 13:59:32,1,2018-01-02 12:20:38,
144,244,[Prop]:  Actividad comercial,,Propriedade da UC,id_ramo_de_atividade,1,3,,,,2023-01-11 13:34:30,1,2018-01-09 17:16:59,
145,245,[valor][Fact]: Última NF,Identifica el valor de facturación de la última NF,Consumo_no_mes,N245,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:53:57,1,2018-01-09 17:33:45,
146,246,[Valor][Fact]: Última NI ,"Identifica el valor de facturación de la última NI
",Consumo_no_mes,N246,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:13:51,1,2018-01-09 17:35:18,
147,247,[Prop]: Empresa,[Prop]:Empresa,Propriedade da UC,id_company,1,3,,,,2018-07-19 18:43:47,1,2018-01-11 15:53:15,
148,248,[Prop]: Alimentador,,Propriedade da UC,id_alimentador,1,3,,,,2018-07-19 18:58:30,1,2018-01-11 15:54:24,
149,249,[Prop]: Tipo de conexión,,Propriedade da UC,id_tipo_de_ligacao,1,3,,,,2023-01-12 17:46:06,1,2018-01-11 15:56:46,
150,250,[Prop]: Lote,,Propriedade da UC,id_lote,1,3,,,,2018-07-19 18:59:52,1,2018-01-11 15:57:59,
151,251,[Prop]: Provincia,Provincia CNFL,Propriedade da UC,id_localidade,1,3,,,,2018-04-11 21:15:57,1,2018-01-11 17:53:41,
152,252,[Prop]: UC Clase agregada,,Propriedade da UC,id_classe_cliente,1,3,,,,2018-07-19 19:02:31,1,2018-01-11 17:54:42,
153,253,[Prop]: Estado del Suministro,Estado del Suministro. Con Suministro (S) Sin Suministro (N),Propriedade da UC,col_uc_02,1,3,,,,2018-04-11 21:36:19,1,2018-01-11 17:59:18,
154,254,[Prop]: Tipo de propiedad,,Propriedade da UC,col_uc_09,1,3,,,,2018-07-19 19:03:36,1,2018-01-11 18:01:57,
155,255,VAL_ConsumoMed_1M,Valor del consumo medido en la última facturación,Consumo_no_mes,N255,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:32:05,2,2018-04-03 19:18:17,
156,256,PROM_ConsumoMed_3M_1M,PROMEDIO del consumo medido en los últimos 3 meses,Consumo_medio,N256,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:34:30,2,2018-04-03 19:19:52,
157,257,CANT_Meses_1M_FecAct,Cantidad de meses entre la fecha actual y la última facturación.,Meses entre Eventos,N257,1,0,,sucesso,2023-09-01 23:27:08,2018-04-03 19:25:20,2,2018-04-03 19:25:20,
158,258,PROM_ConsumoMed_InicioCaidaV3MI25MF1M-3_InicioCaidaV3MI25MF1M,Promedio del consumo facturado 4 meses antes del inicio de la caída hasta el inicio de la caída. En una ventana de 25 meses,Consumo_medio,N258,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:35:19,2,2018-04-03 19:44:41,
159,259,VAL_ConsumoMed_2M,Valor del consumo medido un mes antes de la última facturación,Consumo_no_mes,N259,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:35:52,2,2018-04-03 19:48:55,
160,260,CANT_ObsDesocupada_3M_1M,Cantidad de observaciones de lectura registradas en los últimos tres meses que corresponden a una casa desocupada o inhabitada,Qtd_Consumos,N260,1,0,,sucesso,2023-09-01 23:27:08,2018-04-03 20:55:03,2,2018-04-03 20:55:03,
161,261,CANT_ConsumoMed_6M_1M,Cantidad de consumos medidos en los últimos 6 meses,Qtd_Consumos,N261,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:36:53,2,2018-04-03 20:56:46,
162,262,MIN_PercPerdidasTrafo_3M_1M,"Menor valor en porcentaje de pérdidas del transformador, en los últimos 3 meses.",MIN,N262,1,0,,sucesso,2023-09-01 23:27:08,2018-04-03 20:58:46,2,2018-04-03 20:58:46,
163,263,PROM_ConsumoMed_FinCaida_V3M_I25M_v_UltRev_v_UltReempMed_v_UltCambioCliente_1M,"PROMEDIO del consumo facturado entre el fin de la caída del mayor consumo, en una ventana de 25 meses, hasta el período actual.",Consumo_medio,N263,1,0,,sucesso,2023-09-01 23:27:08,2019-04-23 06:53:33,2,2018-04-03 21:08:07,
164,264,CANT_ConsumoMed_12M_1M,Cantidad de consumos medidos en los últimos 12 meses,Qtd_Consumos,N264,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:37:34,2,2018-04-03 21:10:59,
165,265,PROM_ConsumoMedido_FinCaidaV2MI12MF1M_1M,"Promedio de los consumos medidos desde el fin de la caída, con ventana de dos meses, en un período de 12 meses, hasta el último consumo.",Consumo_medio,N265,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:37:58,2,2018-04-04 14:18:37,
166,266,CANT_ConsumoMed_24M_1M,Cantidad de consumos medidos en los últimos 24 meses.,Qtd_Consumos,N266,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:38:23,2,2018-04-04 14:19:46,
167,267,VAL_NivelVecinosLógicos_2M,"Valor del nivel de los vecinos lógicos, en el mes anterior a la última facturación.",Consumo_no_mes,N267,1,0,,sucesso,2023-09-01 23:27:08,2018-04-04 14:24:36,2,2018-04-04 14:24:36,
168,268,PROM_ConsumoMed_IniCV3MIUltRevisionEnergPrConsUltCons(-3)_IniCV3MIUltRevisionEnergPrConsUltCons,"Promedio de los consumos medidos entre el inicio de la caída con una ventana de 3 meses y el inicio de la caída. Referencia 1: La fecha 3 meses antes de la fecha más reciente entre la última revisión con resultado fraude, anomalía o normal; el primer consumo y el último cambio de medidor. Referencia 2:  La fecha más reciente entre la última revisión con resultado fraude, anomalía o normal; el primer consumo y el último cambio de medidor",Consumo_medio,N268,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:38:51,2,2018-04-04 15:01:38,
169,269,PROM_ConsumoMedido_InicioCaidaV2MI12MF1M(-3M)_InicioCaidaV2MI12MF1M,"Promedio de los consumos medidos tres meses antes el inicio de la caída, en una ventana de dos meses, en los últimos 12 meses; hasta el inicio de la caída, en una ventana de dos meses, en los últimos 12 meses",Consumo_medio,N269,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:39:17,2,2018-04-04 15:10:05,
170,270,VAL_ConsumoMed_3M,"Valor del consumo medido, dos antes de la última facturación.",Consumo_no_mes,N270,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:39:50,2,2018-04-04 16:36:13,
171,271,VAL_ConsumoMed_InicioCaidaV3MIUltRevisionEnergiaPrConsumoUltReemplazoMedF1M,"Valor del consumo medido en el inicio de la caída con una ventana de 3 meses, tomando como referencia la fecha más reciente entre la última revisión con resultado fraude, anomalía o normal; el primer consumo y el último cambio de medidor.",Consumo_no_mes,N271,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:40:15,2,2018-04-04 16:40:17,
172,272,VAL_PerdidasTrafo_1M,"Valor de las pérdidas del transformador, según el último período facturado.",Consumo_no_mes,N272,1,0,,sucesso,2023-09-01 23:27:08,2018-04-04 16:41:59,2,2018-04-04 16:41:59,
173,273,VAL_NivelVecinosLogicos_1M,Valor del nivel de vecinos lógicos en el último período facturado,Consumo_no_mes,N273,1,0,,sucesso,2023-09-01 23:27:08,2018-04-04 16:47:28,2,2018-04-04 16:47:28,
174,274,VAL_NivelVecinosLogicos_3M,"Valor del nivel de vecinos lógicos, 2 meses antes del último período facturado.",Consumo_no_mes,N274,1,0,,sucesso,2023-09-01 23:27:08,2018-04-04 16:48:44,2,2018-04-04 16:48:44,
175,275,VAL_ConsumoMed_FinCaidaV3MIUltRevisionEnergiaPrConsumoUltReemplazoMedF1M,,Consumo_no_mes,N275,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:40:36,2,2018-04-04 19:27:25,
176,276,VAL_SinServicio_2M,"Indica si la instalación, 1 mes antes de la última facturación, se encontraba con (S) o sin servicio (N)",Consumo_no_mes,N276,1,1,,sucesso,2023-09-01 23:27:08,2018-04-04 19:46:57,2,2018-04-04 19:46:57,
177,277,PROM_ConsumoMedido_InicioCaidaV3MI6MF1M(-6M)_InicioCaidaV3MI6MF1M,"Promedio de los consumos medidos cinco meses antes de la fecha del inicio de la caída, en una ventana de tres meses, en los últimos seis meses; hasta la fecha del inicio de la caída, en una ventana de tres meses, en los últimos seis meses.",Consumo_medio,N277,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:41:05,2,2018-04-04 20:05:50,
178,278,CANT_ConsumoMedido_UltFraude_v_UltAnomalia_2M,"Cantidad de consumos medidos desde la fecha más reciente entre el fraude y la anomalía, hasta la fecha un mes antes del último consumo.",Qtd_Consumos,N278,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:41:27,2,2018-04-04 20:13:33,
179,279,PROM_ConsumoMedido_FinCaidaV3MI6MF1M_1M,"Promedio del consumo medido entre el fin de la caída en una ventana de tres meses, en los últimos 6 meses, hasta el último consumo medido.",Consumo_medio,N279,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:41:50,2,2018-04-04 21:19:36,
180,280,CANT_ObsDesocupada_6M_1M,"Cantidad de observaciones de casa desocupada (Sin Uso / Poco Uso) en los últimos 6 meses, contados a partir de la última facturación.",Qtd_Consumos,N280,1,0,,sucesso,2023-09-01 23:27:08,2018-04-04 21:22:11,2,2018-04-04 21:22:11,
181,281,MAX_ConsumoMed_36M_1M,"Máximo valor del consumo medido en los últimos 36 meses, contados a partir de la última facturación disponible.",MAX,N281,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:42:19,2,2018-04-04 21:23:41,
182,282,PROM_ConsumoMed_InicioCaidaV2MI6MF1M(-6)_InicioCaidaV2MI6MF1M,"Promedio de los consumos medidos entre: Seis meses antes del inicio de la caída en una ventana de dos meses, en los últimos seis meses, hasta el inicio de la caída en una ventana de dos meses, en los últimos seis meses.",Consumo_medio,N282,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:42:47,2,2018-04-05 13:21:30,
183,283,MIN_PerdidasTrafo_3M_1M,"Valor mínimo de pérdidas en el transformador en los últimos tres meses, tomando como referencia la última facturación",MIN,N283,1,1,,sucesso,2023-09-01 23:27:08,2018-04-05 13:23:16,2,2018-04-05 13:23:16,
184,284,PROM_ConsumoMed_FinCaidaV2MI6MF1M_1M,"Promedio del consumo medido entre el fin de la caída, en una ventana de dos meses, en los últimos seis meses, hasta el último consumo medido.",Consumo_medio,N284,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:43:12,2,2018-04-05 13:26:19,
185,285,CANT_Meses_UltRevision_1M,Cantidad de meses transcurridos entre la última revisión y la fecha del último consumo,Meses entre Eventos,N285,1,0,,sucesso,2023-09-01 23:27:08,2018-04-05 13:32:32,2,2018-04-05 13:32:32,
186,286,CANT_ConsumoMed_18M_1M,"Cantidad de consumos medidos desde el último reporte de facturación, hasta el periodo 18",Qtd_Consumos,N286,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:43:35,2,2018-04-05 15:44:43,
187,287,CANT_ConsumoMed_4M_1M,"Cantidad de consumos medidos desde el último reporte de facturación, hasta el periodo 4",Qtd_Consumos,N287,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:44:00,2,2018-04-05 15:53:35,
188,288,CANT_ConsumoMed_Ultrev_1M,"Cantidad de consumos medidos desde la última revisión realizada a la instalación, hasta el ultimo periodo facturado",Qtd_Consumos,N288,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:44:23,2,2018-04-05 15:55:17,
189,289,CANT_ConsumoFactTrafo_12M_1M,"Cantidad de consumos facturados en el macromedidor, desde el último periodo de facturación reportado, hasta 12 meses antes de la última facturación",Qtd_Consumos,N289,1,0,,sucesso,2023-09-01 23:27:08,2018-04-06 15:18:08,2,2018-04-05 16:14:26,
190,290,CANT_PercPerdidasTrafo_12M_1M,Cantidad de registros de pérdidas del transformador en los últimos 12 meses,Qtd_Consumos,N290,1,1,,sucesso,2023-09-01 23:27:08,2018-04-05 16:17:16,2,2018-04-05 16:17:16,
191,291,CANT_PercPerdidasTrafo_3M_1M,Cantidad de registros de pérdidas del transformador en los últimos 3 meses,Qtd_Consumos,N291,1,1,,sucesso,2023-09-01 23:27:08,2018-04-05 16:18:10,2,2018-04-05 16:18:10,
192,292,CANT_PerdidasTrafo_3M_1M,Cantidad de registros de pérdidas del transformador en los últimos 3 meses,Qtd_Consumos,N292,1,1,,sucesso,2023-09-01 23:27:08,2018-04-05 16:19:07,2,2018-04-05 16:19:07,
193,293,CANT_Revision_FecAct-6_FecAct,Número de revisiones independiente del estado en los últimos 6 meses ,SUM,N293,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:23:51,2,2018-04-05 16:28:52,
194,294,CANT_Revision_FecAct-12_FecAct,Número de revisiones ejecutadas en los últimos 12 meses,SUM,N294,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:24:56,2,2018-04-05 16:30:24,
195,295,CANT_RevisiónFraude_36M_2M,"Devuelve la cantida de revisiones realizadas en la instalación con resultado fraude en los últimos 35 meses, sin incluir el último periodo de facturación reportado
",SUM,N295,1,2,,sucesso,2023-09-01 23:27:08,2018-05-29 21:08:36,2,2018-04-05 16:32:04,
196,296,CANT_RevisiónFraude_36M_FecAct,"Indica la cantidad de revisiones con resultado fraude realizadas a la instalación, durante los últimos 36 meses, contados a partir de la fecha actual",SUM,N296,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:25:29,2,2018-04-05 16:34:50,
197,297,CANT_RevisionFraude_FecAct-12_FecAct,"Indica la cantidad de revisiones con resultado fraude realizadas a la instalación, durante los últimos 36 meses, contados a partir de la fecha actual",SUM,N297,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:26:02,2,2018-04-05 16:35:42,
198,298,CANT_RevisionFraude_UltRevision_1M,Devuelve si la ultima revisión tuvo fraude,SUM,N298,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:26:37,2,2018-04-05 16:38:32,
199,299,CANT_RevisiónNormal_FecAct-12_FecAct,Devuelve la cantidad de revisiones normales que ha tenido una instalación 12 meses atrás de la fecha actual,SUM,N299,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:27:09,2,2018-04-05 16:39:42,
200,300,CANT_RevisionPendiente_FecAct-3_FecAct,"Devuelve el número de revisiones pendientes en los últimos 3 meses, a partir de la fecha actual",SUM,N300,1,1,,sucesso,2023-09-01 23:27:08,2018-05-29 21:27:49,2,2018-04-05 16:40:36,
201,301,CORREL_PercPerdidasTrafo_x_ConsumoMed_12M_1M,Correlación entre el consumo de las instalaciones y las pérdidas del transformador en los últimos 12 meses,Correlacao,N301,1,1,,sucesso,2023-09-01 23:27:08,2018-08-23 10:44:43,2,2018-04-05 16:42:21,
202,302,CORREL_PercPerdidasTrafo_x_ConsumoFactTrafo_12M_1M,Correlación entre la facturación total de las instalaciones asociadas al transformador y el porcentaje de pérdidas del transformador en los últimos 12 meses,Correlacao,N302,1,1,,sucesso,2023-09-01 23:27:08,2018-04-05 16:43:35,2,2018-04-05 16:43:35,
203,303,CORREL_PerdidasTrafo_x_ConsumoMed_12M_1M,Correlación entre el consumo de las instalaciones y las pérdidas del transformador en los últimos 12 meses,Correlacao,N303,1,1,,sucesso,2023-09-01 23:27:08,2018-08-23 10:48:12,2,2018-04-05 16:44:37,
204,304,DESVEST_ConsumoFactVecinosLogicos_12M_7M,Desviación estándar del consumo facturado de los vecinos lógicos entre el mes 12 y el mes 7,Desvio_Padrao,N304,1,1,,sucesso,2023-09-01 23:27:08,2018-04-05 16:47:50,2,2018-04-05 16:47:50,
205,305,MAX_ConsumoMed_12M_1M,Valor máximo del consumo medido en los últimos 12 meses,MAX,N305,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:48:39,2,2018-04-05 16:48:39,
206,306,MAX_ConsumoMed_3M_1M,Valor máximo del consumo medido en los últimos 3 meses,MAX,N306,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:49:02,2,2018-04-05 16:49:28,
207,307,MAX_ConsumoMed_4M_1M,Valor máximo del consumo medido en los últimos 4 meses,MAX,N307,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:49:34,2,2018-04-05 16:50:13,
208,308,MAX_ConsumoMed_6M_1M,Valor máximo del consumo medido en los últimos 6 meses,MAX,N308,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 10:50:44,2,2018-04-05 16:51:16,
209,309,MAX_ConsumoMedidoTrafo_3M_1M,Devuelve el máximo consumo medido en el transformador en los últimos 3 meses antes del último periodo de facturación reportado,MAX,N309,1,0,,sucesso,2023-09-01 23:27:08,2018-04-05 16:53:27,2,2018-04-05 16:53:27,
210,310,MAX_PerdidasTrafo_3M_1M,Max valor de perdidas del trafo de los últimos 3 meses ,MAX,N310,1,0,,sucesso,2023-09-01 23:27:08,2018-04-05 16:54:25,2,2018-04-05 16:54:25,
211,311,MED_ConsumoFactVecinosLogicos_18M_1M,Mediana del consumo facturado de los vecinos lógicos entre el mes 18 y el mes 1,Mediana de consumos,N311,1,0,,sucesso,2023-09-01 23:27:08,2018-04-05 16:55:49,2,2018-04-05 16:55:49,
212,312,MIN_ConsumoMed_6M_1M,Mínimo consumo medido en los últimos seis meses,MIN,N312,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 11:05:24,2,2018-04-05 16:58:35,
213,313,MIN_ConsumoMedidoTrafo_3M_1M,"Arroja el mínimo valor reportado como consumo medidor en el macromedidor, en los últimos 3 meses antes del último periodo de facturación reportado",MIN,N313,1,0,,sucesso,2023-09-01 23:27:08,2018-04-05 16:59:55,2,2018-04-05 16:59:55,
214,314,MIN_PERDIDASNOTECNICAS_3M_1M,Mínimo valor de pérdidas no técnicas del transformador en los últimos tres meses,MIN,N314,1,0,,sucesso,2023-09-01 23:27:08,2018-04-05 17:00:55,2,2018-04-05 17:00:55,
